prompt,prompt_id,file_count,contain_keyword,n,eh,v,axr
The drug is also incorporated in supplements.,si823,1,False,2,0,0,1
Several firms are merchandising enzyme preparation through feed manufacturers.,si824,1,False,4,3,1,3
What it does: aids in preventing foamy bloat.,si825,1,False,2,1,1,1
Caution: continuous administration is not recommended for lactating cows.,si826,1,False,3,2,0,0
Drug's chemical name: procaine penicillin.,si827,1,False,3,1,0,0
Drug's chemical name: dried rumen bacteria.,si828,1,False,2,1,0,0
What it does: stimulates rumen activity.,si829,1,False,1,0,1,0
No one material is best for all situations.,si830,1,False,3,1,0,0
Selecting bunks by economic comparison is usually an individual problem.,si831,1,False,3,2,1,0
Wider discretionary choices for customers.,si832,1,False,0,2,0,2
Less personal salesmanship.,si833,1,False,2,1,0,0
It has multiple implications and possible headaches for your marketing program.,si834,1,False,2,1,0,1
"Salesmanship is still necessary, but it's a different brand of salesmanship.",si835,1,False,4,2,1,1
No manufacturer has taken the initiative in pointing out the costs involved.,si836,1,False,6,1,3,0
Computers are being used to keep branch inventories at more workable levels.,si837,1,False,1,3,1,0
Increasing tempo of new product development.,si838,1,False,3,2,2,0
Practically all forecasts mention new and exciting products on the horizon.,si839,1,False,4,1,0,1
Complexity of complete marketing planning.,si840,1,False,0,1,1,0
Every single problem touched on thus far is related to good marketing planning.,si841,1,False,2,1,1,0
Are planning and strategy development emphasized sufficiently in your company?,si842,1,False,5,2,1,1
"To begin with, what is an interior designer?",si843,1,False,3,1,0,1
Thus technical efficiency is achieved at the expense of actual experience.,si844,1,False,4,2,2,0
But to continue to divorce advanced students from reality is inexcusable.,si845,1,False,5,0,2,1
This brings us to the question of accreditation of art schools in general.,si846,1,False,3,3,2,1
Is it larger or fancier than you really need?,si847,1,False,3,1,0,2
Can your insurance company aid you in reducing administrative costs?,si848,1,False,4,0,1,1
Would a camera club be useful in taking pictures pertinent to plant safety?,si849,1,False,4,0,0,1
Are you underwriting expensive team trips?,si850,1,False,3,1,1,0
Are you utilizing vending machine proceeds to help pay for your program?,si851,1,False,2,2,1,1
"If you use parking attendants, can they be replaced by automatic parking gates?",si852,1,False,3,2,0,0
Aim to balance your employee benefit package.,si853,1,False,1,1,0,0
Encourage them to exercise their benefits.,si854,1,False,2,4,0,1
Use deductible insurance wherever feasible.,si855,1,False,2,1,1,2
Put a dollar-and-cents limit on benefits.,si856,1,False,4,2,0,0
"Otherwise, you may be saddled with a good-size milk bill by milk drinkers.",si857,1,False,0,2,0,1
Choose carefully between contributory or non-contributory pension plans.,si858,1,False,7,2,0,0
A non-contributory plan usually won't pay off for the worker until he retires.,si859,1,False,5,0,0,3
"These include: leaves of absences, illnesses, and layoffs.",si860,1,False,3,1,2,0
"Latest models serve hot meals at reasonable prices, and at a profit to you.",si861,1,False,1,1,1,1
"If a concessionaire runs the cafeteria, keep an eye out for quality and price.",si862,1,False,5,2,0,1
Check your cafeteria location to make sure it's convenient for most employees.,si863,1,False,3,1,1,0
The long and ever-increasing column of sportsmen is now moving into a new era.,si864,1,False,5,2,3,0
"Neither are beds, thanks to air mattresses and sleeping bags.",si865,1,False,2,2,0,1
The old shop adage still holds: a good mechanic is usually a bad boss.,si866,1,False,0,0,0,0
A complete plan: we have made limited application of the parallel ladder plan.,si867,1,False,3,1,2,1
The highest rated non-supervisory engineering title is research engineer.,si868,1,False,6,4,1,4
The idea of a central tank with lines to each house is not in itself a novelty.,si869,1,False,4,4,2,0
It will accommodate firing rates as low as a half gallon an hour.,si870,1,False,2,0,0,2
"The word means it won't boil away easily, nothing else.",si871,1,False,3,1,0,0
Then fill the system and add a rust inhibitor.,si872,1,False,3,2,0,2
"Be careful that you keep adequate coverage, but look for places to save money.",si873,1,False,0,2,1,1
First go over the type of coverage you now have.,si874,1,False,1,0,4,0
Look for these features which may mean you can save: duplicate coverage.,si875,1,False,2,0,2,1
Does your policy have a lay-up clause?,si876,1,False,0,0,1,1
The figure five is important in insurance.,si877,1,False,4,1,1,1
This means either cars or trucks.,si878,1,False,1,0,0,1
Large injection-molded letters are also available for sign installations.,si879,1,False,4,2,1,2
The revolution now under way in materials handling makes this much easier.,si880,1,False,4,1,1,1
Before that we lumber dealers were working almost single-handed on the problem.,si881,1,False,1,0,0,2
The way is to rent a chauffeur-driven car.,si882,1,False,2,1,1,1
Any retaliatory gas attack would be airborne.,si883,1,False,1,2,0,0
"He hoped they would put in somewhere way, way down in the earth.",si884,1,False,3,1,0,0
Nine of them had gone down the gangplank already.,si885,1,False,3,3,1,0
He snatched at it savagely.,si886,1,False,2,0,1,0
"Another, longer strip of tinsel whipped his mouth.",si887,1,False,2,0,0,3
Is a dream simply a mental or cerebral movie?,si888,1,False,0,1,1,1
"In most cases we recognize certain words, persons, animals or objects.",si889,1,False,2,1,0,0
But why is it necessary to reproduce the retinal image within the brain?,si890,1,False,4,2,0,2
It was applied with a compost shredder made from a converted manure spreader.,si891,1,False,1,2,1,3
No chemical fertilizers and poisonous insecticides and fungicides are used.,si892,1,False,4,3,0,1
"There is never enough corn, peas or strawberries.",si893,1,True,3,2,1,2
New ideas for improving nutrition came with the study of soil treatment.,si894,1,False,3,1,2,1
Adults take a long time to convince and you are thwarted if you try to push.,si895,1,False,4,1,1,0
It is well liked by the children and faculty.,si896,1,False,1,1,0,0
"They serve cracked wheat, oats or cornmeal.",si897,1,False,1,0,1,1
Where can we get this cereal he likes so much?,si898,1,False,1,1,0,0
Home-made sauerkraut is served once a week.,si899,1,False,1,0,1,0
Sprouted grains and seeds are used in salads and dishes such as chop suey.,si900,1,False,2,0,0,1
Milk appears twice a day.,si901,1,False,0,1,0,1
The source is known so there is no necessity to remove insecticide residues.,si902,1,False,5,3,1,1
"A vigorous program existed in skiing, skating sports and overnight hiking.",si903,1,False,3,1,2,1
He peered ahead and grinned as the railroad tracks came into view again below.,si904,1,False,3,3,1,0
His work began just six days after the flood.,si905,1,False,1,0,0,0
It took a tragedy to bring things to a head.,si906,1,False,0,2,0,0
Somehow we old-timers never figured we would ever retire.,si907,1,True,1,2,2,5
We always thought we would die with our boots on.,si908,1,False,1,0,0,0
Compulsory retirement at sixty-five looms on our horizon.,si909,1,False,3,2,1,3
"To put it bluntly, you are getting out-moded.",si910,1,False,1,1,0,1
This is followed by a boom in conferences.,si911,1,False,3,0,0,0
You may amaze yourself and acquire a real knack for it.,si912,1,False,1,1,0,2
"Do you love to run up a hem, sew on buttons, make neat buttonholes?",si913,1,False,2,1,1,1
"If you do, go to it.",si914,1,False,0,0,0,0
"Then again, there's always that lovely old pastime of hooking or braiding rugs.",si915,1,False,1,3,2,1
"Some make beautiful chairs, cabinets, chests, doll houses, etc..",si916,1,False,1,3,0,1
Some women get a real thrill out of housework.,si917,1,False,0,1,1,1
We know that actors can learn to portray a wide variety of character roles.,si918,1,False,3,1,2,4
"Obviously, the bridal pair has many adjustments to make to their new situation.",si919,1,False,3,3,1,1
Too many new things are happening for it to be a complete erotic fulfillment.,si920,1,False,4,0,0,0
"Differences were related to social, economic, and educational backgrounds.",si921,1,False,4,2,0,1
"In tradition and in poetry, the marriage bed is a place of unity and harmony.",si922,1,False,5,3,1,1
"To many experts, this trend was inevitable.",si923,1,False,2,4,1,0
They consider it simply a sign of our times.,si924,1,False,0,0,1,0
While he was in custody his wife divorced him.,si925,1,False,1,0,1,0
Another put sex on a dollars-and-cents basis.,si926,1,False,1,2,0,1
Naturally no woman can ever completely monopolize the sexual initiative.,si927,1,False,6,2,2,2
"Asked why, he replied primly: because that's no activity for a gentleman.",si928,1,False,1,2,1,2
"But such cases were, in the past, unusual.",si929,1,False,2,0,0,0
When did women begin to assert themselves sexually?,si930,1,False,3,3,1,0
Often she fails to gain sexual satisfaction.,si931,1,False,3,1,0,0
His prescription: hot and cold compresses to increase her absorption of water.,si932,1,False,2,1,1,2
That's where device quackery can lead.,si933,1,False,1,0,1,1
Authorities say that oldsters are a prime target.,si934,1,False,0,1,0,1
"Crooked, overlapping, twisted, or widely spaced teeth.",si935,1,False,0,0,1,1
Aligning all the teeth may take a year or more.,si936,1,False,1,0,0,1
"Let the orthodontist decide the proper time to start treatment, he urges.",si937,1,False,1,1,0,1
Superior new material for orthodontic work is another result of research.,si938,1,False,2,0,1,4
Impressions often appear in a symbolic form and cannot be taken at face value.,si939,1,False,3,2,1,0
During one reading an image appeared of a prisoner in irons.,si940,1,False,5,1,1,1
The farmer's life must be arranged to meet the demands of crops and livestock.,si941,1,False,2,0,2,2
"Livestock must be tended every day, routinely.",si942,1,False,2,2,2,0
Production may fall far below expectations.,si943,1,False,1,0,0,1
"If the farm is rented, the rent must be paid.",si944,1,False,2,2,1,0
Advantages a farm provides: a wholesome and healthful environment for children.,si945,1,False,2,2,3,1
"As a rule, part-time farmers hire little help.",si946,1,False,0,1,0,2
Few rural areas are protected by zoning.,si947,1,False,0,2,0,2
How much will it cost to do any necessary modernizing and redecorating?,si948,1,False,3,3,0,1
"It may be hard to decide what this labor is worth, but charge something for it.",si949,1,False,0,0,0,1
"As such, it was beyond politics and had no need of justification by a message.",si950,1,False,3,1,1,0
All too often our language is unduly harsh.,si951,1,False,2,0,0,0
That experience holds a lesson for us all in regard to birth control today.,si952,1,False,3,1,0,1
Historians have had two reasons for persisting so long in their investigations.,si953,1,False,5,2,2,0
"First, they wanted to clarify a tantalizing, bizarre enigma.",si954,1,False,2,1,0,1
"Worse, his present crew included five men who had sailed with him before.",si955,1,False,3,2,1,0
Turbulent tides rose as much as fifty feet.,si956,1,False,1,1,0,0
But he was very much like his associates in his hatred of camp routine.,si957,1,False,1,1,2,0
One of the most common of camp maladies was diarrhoea.,si958,1,False,1,0,2,1
Sometimes soldiers wrote letters while bullets were whizzing about their heads.,si959,1,False,1,2,0,1
No group of officers came in for more spirited denunciation than the doctors.,si960,1,False,5,0,2,3
The coalition was to prove inadvisable.,si961,1,False,0,0,2,0
Like a fair number of bootleggers he disliked alcohol.,si962,1,False,1,2,0,1
"However, this inaugural feast did its sponsors no good whatever.",si963,1,False,3,2,2,3
The dimensions of these waves dwarf all our usual standards of measurement.,si964,1,False,4,2,3,2
A tsunami is not a single wave but a series.,si965,1,False,2,0,1,0
A sharp tremor was followed by a jerky roll.,si966,1,False,0,1,0,0
"He not only knew soldiering, but mathematics, history and literature as well.",si967,1,False,4,1,0,3
Along the main thoroughfares hardly a house had not been peppered.,si968,1,False,4,5,0,1
What had been the ambassador's suite was now jagged walls of blackened brick.,si969,1,False,3,2,1,1
We flew in rickety planes so overloaded that we wondered why they didn't crash.,si970,1,False,3,1,1,2
"Then off again, rushing to keep up.",si971,1,False,2,2,0,0
"We send shovels, cement, nails, and corrugated iron for roofs.",si972,1,False,3,2,1,0
"Then came coconuts, eggs, and rice wine.",si973,1,False,4,3,0,0
Then we were off again.,si974,1,False,2,2,0,0
But our stumping tour of the south wasn't all misery.,si975,1,False,0,0,1,0
Now a distinguished old man called on nine divinities to come and join us.,si976,1,False,6,0,1,0
Next he addressed himself to our souls.,si977,1,False,1,3,0,0
"For girls, the overprotection is far more pervasive.",si978,1,False,0,1,3,2
"Almost everybody in the senior class is married, students say dogmatically.",si979,1,False,2,2,1,1
Bruises and black eyes were relieved by application of raw beefsteak.,si980,1,False,1,0,2,1
A chaw of tobacco put on an open wound was both antiseptic and healing.,si981,1,False,5,1,1,0
Tetanus could be avoided by pouring warm turpentine over a wound.,si982,1,False,4,1,2,0
Rabies were cured or prevented by madstones which the pioneer wore or carried.,si983,1,False,2,1,1,2
"Since a fall or blow might have caused it, a cold pack was usually first aid.",si984,1,False,1,0,1,1
Bathing the itching parts with kerosene gave relief and also killed the pests.,si985,1,False,1,2,1,0
Ant bites were eased by applying liquid bluing.,si986,1,False,0,0,0,1
"For wasp stings onion juice, obtained by scraping an onion, gave quick relief.",si987,1,False,4,0,1,0
"A kerosene shampoo seems a heroic treatment, but it did the job.",si988,1,False,1,1,0,0
The situation involved some political perils.,si989,1,False,1,1,2,0
And these hardy travelers are not unappreciated today.,si990,1,False,3,0,0,1
She had no way of knowing in advance whether an opportunity for murder existed.,si991,1,False,5,0,2,1
They were a vagabond lot and considered to be shady and undesirable characters.,si992,1,False,3,1,1,4
He met nobody he knew on this walk.,si993,1,False,3,1,0,0
Her study of history was persistently pursued.,si994,1,False,1,0,1,3
At different times he served as glee-club and choir leader and as organist.,si995,1,False,3,2,2,3
She served for a number of years without pay beyond her travel and maintenance.,si996,1,False,5,0,3,2
"Both loved the out-of-doors, including mountain climbing and horseback riding.",si997,1,False,1,0,2,0
Yet they thrived on it.,si998,1,False,0,1,1,0
Now the school was indeed bereft.,si999,1,False,2,1,0,1
Soon the office work claimed all her time.,si1000,1,False,1,0,0,0
"Oh, he'll be a plumber, came the answer.",si1001,1,False,2,0,0,1
"We produce peanut oil, but to a much greater extent we eat the entire seed.",si1002,1,False,3,1,0,3
"Seeds of soybean, cotton, corn, sesame, and rape yield semidrying oils.",si1003,1,False,3,2,1,0
Palm oil protects the surfaces of steel sheets before they are plated with tin.,si1004,1,False,1,1,1,0
"Castor oil, made from castorbeans, has gone out of style as a medicine.",si1005,1,False,1,4,1,2
Quince seed gum is the main ingredient in wave-setting lotions.,si1006,1,False,5,1,1,0
Almonds and pistachio nuts are not so high in oil but are rich in protein.,si1007,1,False,5,0,0,0
Chestnuts are starchy.,si1008,1,False,1,0,0,0
All nut kernels are rich in protein.,si1009,1,False,4,0,0,0
The so-called vegetable ivory is the hard endosperm of the egg-sized seed.,si1010,1,False,1,3,3,0
Flaxseed poultices and mustard plasters still are used by some persons.,si1011,1,False,1,0,0,2
Beverages are made from seeds the world over.,si1012,1,False,0,1,2,2
Cereal grains have been used for centuries to prepare fermented beverages.,si1013,1,False,3,5,2,2
"Beer, generally fermented from barley, is an old alcoholic beverage.",si1014,1,False,1,3,1,2
Hay and pasture are the other chief sources of livestock feed.,si1015,1,False,1,1,2,2
To keep 'em scattered somewhat and yet herd 'em was called loose herdin'.,si1016,1,False,1,1,0,0
To hold 'em in a compact mass was close herdin'.,si1017,1,False,1,0,0,0
Cattle which died from them winter storms were referred to as the winter kill.,si1018,1,False,2,2,0,4
Them new to the country were referred to as pilgrims.,si1019,1,False,2,1,0,1
The cowboy called this breed of cattle magpies.,si1020,1,False,0,0,1,0
The cowboy's humorous name for a cow givin' milk was a milk pitcher.,si1021,1,False,1,0,1,1
Cows givin' no milk were knowed as strippers.,si1022,1,False,2,1,1,0
Such an animal was said to be mealynosed.,si1023,1,False,2,1,0,0
"At the base of the rocky hillside, they left their horses and climbed on foot.",si1024,1,False,1,2,0,0
Nice country to meet a lion in face to face.,si1025,1,False,4,0,0,0
"Careful, don't disturb her.",si1026,1,False,1,1,0,0
"Even then, if she took one step forward he could catch her.",si1027,1,False,3,1,1,1
But now she sank lower to the rock.,si1028,1,False,1,0,0,0
Her tail no longer lashed.,si1029,1,False,1,1,0,1
Bring me the firecrackers.,si1030,1,False,0,0,0,2
"Ain't she a beauty, though?",si1031,1,False,1,0,0,0
It was the story of the rhinoceros fight all over again.,si1032,1,False,2,0,1,0
If dark came they would lose her.,si1033,1,False,0,0,0,1
She snarled warningly.,si1034,1,False,2,0,0,0
"With a whirling jump, it could get into gear.",si1035,1,False,1,0,0,1
The antithesis of the ecumenical and the local then no longer exists.,si1036,1,False,3,5,1,0
The revised procedure was acclaimed as a long-overdue reform.,si1037,1,False,0,1,2,2
The courtyard is magnificently decorated.,si1038,1,False,2,1,0,1
"He has never, himself, done anything for which to be hated -- which of us has?",si1039,1,True,1,3,2,0
Northerners indulge in an extremely dangerous luxury.,si1040,1,False,6,1,0,2
"Brief snips of actual events were shown: parades, dances, street scenes.",si1041,1,False,5,1,2,1
Time and space have both become cinematic.,si1042,1,False,2,0,1,0
"Not surprisingly, this approach did not work.",si1043,1,False,2,0,0,0
Residential associations struggle to insulate themselves against intrusions.,si1044,1,False,5,3,1,0
"It offered to surrender its right to exclusive trade, but asked an indemnity.",si1045,1,False,4,3,1,3
These men were without capital or experience.,si1046,1,False,2,2,0,1
"Twenty-five, the sheik replied.",si1047,1,False,1,1,1,0
The library has open shelves even in the unbound periodical stockroom.,si1048,1,False,5,1,3,0
They understood and teased me a bit about it.,si1049,1,False,2,0,0,0
Both the conditions and the complicity are documented in considerable detail.,si1050,1,False,5,3,1,1
Northern liberals are the chief supporters of civil rights and of integration.,si1051,1,False,5,2,4,1
The social and psychological consequences of this continue to affect the area.,si1052,1,False,5,4,1,0
"Whatever their faults, they are not hypocrites.",si1053,1,False,1,2,1,1
A concept of responsibility is in process of articulation and establishment.,si1054,1,False,4,2,2,0
"Internal national responsibility, now a truism, need not be documented.",si1055,1,False,8,1,0,0
Can thermonuclear war be set off by accident?,si1056,1,False,3,2,0,1
Are we as safe as we should be from such a disaster?,si1057,1,False,0,0,0,1
Readiness exercises are almost continuous.,si1058,1,False,3,2,0,1
They know little about their machinery beyond mechanical details.,si1059,1,False,3,1,0,2
They inhabit a secret world centered on go codes and gold phones.,si1060,1,False,4,1,1,1
But what if somebody decides to break it?,si1061,1,False,0,0,0,0
Vital questions would be quickly answered according to a preprepared agenda.,si1062,1,False,3,3,1,1
No question ruffles him or causes him to hesitate.,si1063,1,False,2,2,1,0
"Unless we send out the whole pie, their pieces mean nothing.",si1064,1,False,3,3,0,0
All three must compare notes and agree to go.,si1065,1,False,1,1,0,0
They were chasing a rain cloud.,si1066,1,False,1,0,0,2
Their gait is impossible to convey in words.,si1067,1,False,1,0,1,1
Any organism that falters or misperceives the signals or weakens is done.,si1068,1,False,5,1,0,1
Perhaps this is what gives the aborigine his odd air of dignity.,si1069,1,False,2,1,2,1
Do you always navigate like this?,si1070,1,False,1,0,1,0
"Two miles northeast, then five miles southwest -- that sort of thing.",si1071,1,False,2,2,0,1
"There was also a dog, a dingo dog.",si1072,1,False,0,1,0,0
"They'll move around that rock all day, following the shade.",si1073,1,False,1,1,1,0
He gazed away from us as we approached.,si1074,1,False,0,1,0,0
"There was also a boomerang, elaborately carved.",si1075,1,False,0,1,1,0
"The tiny bodies, dropped onto a dry leaf, made a pile as big as a small apple.",si1076,1,False,2,0,0,0
The odor here was more powerful than that which surrounded the town aborigines.,si1077,1,False,4,0,0,2
"The smell is sexual, but so powerfully so that a civilized nose must deny it.",si1078,1,False,2,4,1,1
Boys and men go along the riverbank or to the alcoves in the top arcade.,si1079,1,False,4,1,2,0
When he was eight he began violin lessons.,si1080,1,False,4,1,1,0
Our successors will have an easier task.,si1081,1,False,1,1,1,3
A new order is thrusting itself into being.,si1082,1,False,2,3,0,0
The system works as an impersonal mechanism.,si1083,1,False,2,2,0,0
The theme may be the formation of a shape from which other shapes evolve.,si1084,1,False,1,0,3,1
He may toss coins; he may take slips of paper from a grab bag.,si1085,1,False,1,0,0,0
Then the choreographer must arbitrate.,si1086,1,False,1,1,0,1
He must rearrange matters so that two performers do not bump into each other.,si1087,1,False,3,1,0,1
One wonders about its applicability to people.,si1088,1,False,2,0,0,1
Perhaps things were even worse then.,si1089,1,False,2,1,1,2
But a somewhat more detailed analysis of this process may be illuminating.,si1090,1,False,2,0,1,0
Solar activities could presumably bring long periods of flood or drought.,si1091,1,False,0,0,2,2
Yet we no longer feel uneasy.,si1092,1,False,1,1,0,0
What elements of our behavior are decisive?,si1093,1,False,0,1,3,1
American newspaper reviewers like to call his plays nihilistic.,si1094,1,False,2,1,1,2
They find deep pessimism in them.,si1095,1,False,2,2,0,0
He wore a brown knit sports shirt with no tie.,si1096,1,False,2,0,0,1
"His talk turns to what he calls the mess, or sometimes this buzzing confusion.",si1097,1,False,2,1,0,0
"One can only speak of what is in front of him, and that now is simply the mess.",si1098,1,False,5,1,2,0
This does not allow the mystery to invade us.,si1099,1,False,2,0,1,1
"As she goes, she herself will be illuminated.",si1100,1,False,1,1,0,0
Then he thought me more perverse than ever.,si1101,1,False,2,1,2,2
The beatniks crave a sexual experience in which their whole being participates.,si1102,1,False,3,2,1,1
"Their work mirrors the mentality of the psychopath, rootless and irresponsible.",si1103,1,False,3,2,1,0
This girl soon drops the bourgeois psychiatrist who disapproves of her life.,si1104,1,False,1,0,2,0
What obsessions had she picked up during these long nights of talk?,si1105,1,False,2,1,1,0
Everything in the final analysis reduced itself to sexual symbolism.,si1106,1,False,2,3,1,0
What one actually remembers is its greenness.,si1107,1,False,2,1,0,2
"One looked down on a sea of leaves, a breaking wave of flower.",si1108,1,False,2,0,4,1
"A wheel squeaked on a hub, was still, and squeaked again.",si1109,1,False,3,0,0,0
"The season, between spring and summer, belongs to life in its carefree aspect.",si1110,1,False,4,2,0,0
How do we define it?,si1111,1,False,1,0,0,0
Who will say that our country is even now a homogeneous community?,si1112,1,False,3,1,1,0
"Whether historically a fact or not, the legend has a certain symbolic value.",si1113,1,False,2,2,1,1
Why should this be so?,si1114,1,False,0,0,0,0
"He did not, however, settle back into acquiescence with things as they were.",si1115,1,False,2,3,1,0
Each is still glorified as a national hero.,si1116,1,False,2,1,0,1
He finds it in utter misery and desolation.,si1117,1,False,4,1,0,1
"As he had longed to be, he became the echo of a saga.",si1118,1,False,0,3,1,0
The record teems with romance and adventure.,si1119,1,False,3,2,1,2
His tough honesty condemns him to a solitary and difficult existence.,si1120,1,False,3,3,0,0
"In either case, they do not appreciate the private detective's zeal.",si1121,1,False,1,1,2,0
His successors have adopted the opposite alternative.,si1122,1,False,0,2,2,0
"They also furnish proof that, in modern war, message sending must be monitored.",si1123,1,False,3,3,0,2
"Let me quote him even more fully, for his analysis is important to my theme.",si1124,1,False,2,1,1,1
But in every period it has been humanism.,si1125,1,False,3,2,1,0
"And let me add, utopianism, also.",si1126,1,False,2,1,0,0
We of the liberal-led world got all set for peace and rehabilitation.,si1127,1,False,1,2,1,1
Others invoked technology and common sense.,si1128,1,False,5,2,1,0
This group is secularist and their program tends to be technological.,si1129,1,False,3,5,0,0
Should the accelerating growth of technology then warn us?,si1130,1,False,3,3,1,0
But we cannot start off with a clean slate.,si1131,1,False,2,0,0,0
No amount of ballyhoo will cover up the sordid facts.,si1132,1,False,2,0,2,0
It can project long-range goals for itself.,si1133,1,False,2,2,0,1
Individual human strength is needed to pit against an inhuman condition.,si1134,1,False,9,3,1,0
Have we not actually developed idea worship?,si1135,1,False,1,1,2,0
We scour literature for them; here we find stored the wisdom of great minds.,si1136,1,False,2,1,1,2
His name became synonymous with cold-blooded cruelty.,si1137,1,False,2,0,0,0
"That doctrine has been accepted by many, but has it produced good results?",si1138,1,False,2,2,0,1
In time she presents her aristocratic husband with a coal-black child.,si1139,1,False,3,1,0,1
False ideas surfeit another sector of our life.,si1140,1,False,1,1,1,1
"The stepmother, almost without exception, has been presented as a cruel ogress.",si1141,1,False,3,3,0,1
Research into several cultures has proven her position to be a mistaken one.,si1142,1,False,5,1,2,1
Most assuredly ideas are invaluable.,si1143,1,False,1,0,1,2
We would establish no censorship.,si1144,1,False,2,0,0,1
"Ironically enough, in this instance such personal virtues were a luxury.",si1145,1,False,6,0,1,1
"We knew that it was, as reassurance, the ironic fruit of a deeply moral nature.",si1146,1,False,3,1,1,2
Civilization is what man has made of himself.,si1147,1,False,2,2,2,0
Change involves the displacement of form.,si1148,1,False,2,0,2,0
The response of reaction is dominated by a concern for what is vanishing.,si1149,1,False,3,0,1,0
"With those paintings of big constructions crashing down, he felt he could stop.",si1150,1,False,2,2,1,0
For what do the utopians labor?,si1151,1,False,1,0,0,0
You could also say that in these pamphlets is a relieving quality of maturity.,si1152,1,False,1,1,2,0
"In an ideological argument, the participants tend to thump the table.",si1153,1,False,5,2,0,0
"Only incomplete, imperfect things move towards what they lack.",si1154,1,False,1,0,1,1
"His problem concerns longitudes, latitudes, and angular velocities.",si1155,1,False,3,0,1,1
This is what necessitates the nonsystematic character of his astronomy.,si1156,1,False,3,2,1,0
"But, considered within technical astronomy, a different pattern can be traced.",si1157,1,False,6,1,0,1
Geocentricism per se?,si1158,1,False,1,1,0,1
Cut off every building at the seventh floor.,si1159,1,False,1,2,2,1
"Neither his appetites, his exacerbations, nor his despair were kin to yours.",si1160,1,False,3,1,0,4
With each song he gave verbal footnotes.,si1161,1,False,1,0,1,0
Two things contribute to his popularity.,si1162,1,False,1,1,0,0
No more startling contrast to a system of sullen satellites could be imagined.,si1163,1,False,4,0,1,0
"Otherwise, the outlook could be dark indeed.",si1164,1,False,1,0,0,0
The continuing modernization of these forces is a costly but necessary process.,si1165,1,False,4,4,1,0
"In the course of its inquiry, it took testimony from only seven witnesses.",si1166,1,False,4,2,2,1
We have nothing to hide under a bushel.,si1167,1,False,2,1,1,0
It takes a great deal of sophisticated thought to get the impact of this fact.,si1168,1,False,0,0,2,0
They despised foreigners.,si1169,1,False,0,0,0,0
He has also an extraordinary conscience.,si1170,1,False,2,1,0,0
Nor were his manners barbaric.,si1171,1,False,1,1,0,0
"He was busy, he said, in having someone submit to a monkey-gland operation.",si1172,1,False,4,1,1,0
He brought her shawls.,si1173,1,False,0,0,0,0
It had a tiny envelope tied to its wrist.,si1174,1,False,2,1,1,0
"Diversity of perception, yes; diversity of fact, yes.",si1175,1,False,1,3,3,1
To some extent predispositions are shaped by exposure to group environments.,si1176,1,False,3,1,1,1
In some measure they depend upon the structure of individual personality.,si1177,1,False,4,2,2,1
Many selections are themselves convincing contributions to this appraisal.,si1178,1,False,4,3,1,0
What shall these effects be?,si1179,1,False,0,2,0,0
What factors condition the degree of realization at various times and places?,si1180,1,False,3,1,2,0
"Properly used, the present book is an excellent instrument of enlightenment.",si1181,1,False,7,3,1,2
Let us differentiate a few of these ideas.,si1182,1,False,1,2,1,1
"It is the obverse of triviality, shallowness, emotional anaesthesia.",si1183,1,False,1,0,3,0
There results a study of literature freed from the tyranny of the contemporary.,si1184,1,False,1,3,1,5
His technique is genuinely masterful.,si1185,1,False,3,2,0,1
Questions came to me from all sides about my world citizenship activities.,si1186,1,False,2,1,1,0
He advised immediate hospitalization.,si1187,1,False,0,0,1,0
Maybe they will take us.,si1188,1,False,0,0,0,0
Eight field guns were captured in position.,si1189,1,False,2,0,0,2
Next best to destroying an army is to deprive it of its freedom of action.,si1190,1,False,2,2,3,0
All chance of fulfilling my destiny is over.,si1191,1,False,2,1,2,1
So of course he stayed put.,si1192,1,False,0,0,1,0
He had collared one of his generals in public.,si1193,1,False,1,1,1,0
Woe betide the interviewee if he answered vaguely.,si1194,1,False,2,0,2,0
Passing dogs were greeted with a cordial bark.,si1195,1,False,0,0,0,2
He had accordingly cultivated eccentricity to the point of second nature.,si1196,1,False,3,3,2,1
"Transparent look, waxy skin -- could well be uremia.",si1197,1,False,3,1,0,0
It is awe-inspiring.,si1198,1,False,1,0,0,1
They close sometime after eight.,si1199,1,False,0,0,0,1
"Let him become honest, and they discard him.",si1200,1,False,2,1,0,0
We hope that he will execute it in a manner that will entitle him to credit.,si1201,1,False,2,2,0,0
His artistic accomplishments guaranteed him entry into any social gathering.,si1202,1,False,5,2,0,0
Instead of that he was engulfed by bedlam.,si1203,1,False,0,2,1,0
The purchasers rejected the order in two letters written in vigorous terms.,si1204,1,False,2,3,1,0
But we aren't going to let you give him any.,si1205,1,False,2,2,1,0
All about him stood tombstones his own sensitive great hands had fashioned.,si1206,1,False,4,2,1,0
"But they would reconsider it, they assured him, if he would rewrite it.",si1207,1,False,1,0,0,0
This doctrine was repugnant to my moral sense.,si1208,1,False,4,1,0,0
"If disobeyed, the result is turmoil and chaos.",si1209,1,False,1,0,0,1
As we observe moral law and physical law they appear as being inevitable.,si1210,1,False,1,3,2,1
Their basis seems deeper than mere authority.,si1211,1,False,1,2,0,2
They are not true because scientists or prophets say they are true.,si1212,1,False,2,0,0,2
My own experience has followed simpler lines.,si1213,1,False,3,0,0,1
Religion thus becomes integrated with life.,si1214,1,False,2,0,0,0
This truth that the moral law is natural has other important corollaries.,si1215,1,False,1,2,0,1
